filename,label,location,text_description
591.jpg,Storm_Surge,Kanyakumari Beach,"Dangerous storm surge observed at Kanyakumari Beach, authorities alerted"
592.jpg,Abnormal_Tide,Odisha Coast,Sea level behaving abnormally at Odisha Coast
593.jpg,Abnormal_Tide,Diu Beach,Unusual tide patterns observed at Diu Beach
594.jpg,Tsunami,Marina beach Chennai,Tsunami warning issued after unusual waves at Marina beach Chennai
595.jpg,Tsunami,Pondicherry Beach,Tsunami warning issued after unusual waves at Pondicherry Beach
596.jpg,Tsunami,Nicobar Islands,People evacuating Nicobar Islands due to tsunami threat
597.jpg,Tsunami,Kochi Harbor,Tsunami warning issued after unusual waves at Kochi Harbor
598.jpg,High_Waves,Diu Beach,"Huge waves crashing near Diu Beach, boats overturned"
599.jpg,High_Waves,Nagapattinam,High tides making fishing risky at Nagapattinam
600.jpg,Tsunami,Diu Beach,Tsunami warning issued after unusual waves at Diu Beach
601.jpg,Abnormal_Tide,Kovalam Beach Kerala,Sea level behaving abnormally at Kovalam Beach Kerala
602.jpg,High_Waves,Pondicherry Beach,Unusually strong currents observed at Pondicherry Beach
603.jpg,High_Waves,Kovalam Beach Kerala,High tides making fishing risky at Kovalam Beach Kerala
604.jpg,High_Waves,Tuticorin Coast,High tides making fishing risky at Tuticorin Coast
605.jpg,Tsunami,Kolkata Coast,People evacuating Kolkata Coast due to tsunami threat
606.jpg,Abnormal_Tide,Lakshadweep Islands,Unusual tide patterns observed at Lakshadweep Islands
607.jpg,Abnormal_Tide,Rameswaram Shore,Fishermen report unusual tidal activity near Rameswaram Shore
608.jpg,Flood,Andaman Islands,Seawater entered houses near Andaman Islands after heavy rainfall
609.jpg,High_Waves,Kovalam Beach Kerala,"Huge waves crashing near Kovalam Beach Kerala, boats overturned"
610.jpg,High_Waves,Kanyakumari Beach,High tides making fishing risky at Kanyakumari Beach
611.jpg,Tsunami,Visakhapatnam,Earthquake tremors followed by sea water rushing in at Visakhapatnam
612.jpg,Storm_Surge,Kochi Harbor,Strong winds pushing seawater inland near Kochi Harbor
613.jpg,Storm_Surge,Puri Beach,"Dangerous storm surge observed at Puri Beach, authorities alerted"
614.jpg,Storm_Surge,Pondicherry Beach,Waves reaching inland houses near Pondicherry Beach due to cyclone surge
615.jpg,High_Waves,Lakshadweep Islands,"Strong waves hitting the shore at Lakshadweep Islands, people moving inland"
616.jpg,Tsunami,Nicobar Islands,"Sudden rise of sea water near Nicobar Islands, tsunami suspected"
617.jpg,Abnormal_Tide,Rameswaram Shore,Sudden drop and rise in tides noticed at Rameswaram Shore
618.jpg,High_Waves,Marina beach Chennai,Unusually strong currents observed at Marina beach Chennai
619.jpg,Abnormal_Tide,Kochi Harbor,Sea level behaving abnormally at Kochi Harbor
620.jpg,no_hazard,Mumbai Coast,"A calm evening at Mumbai Coast, no hazard observed"
621.jpg,High_Waves,Odisha Coast,"Huge waves crashing near Odisha Coast, boats overturned"
622.jpg,Flood,Pondicherry Beach,Seawater entered houses near Pondicherry Beach after heavy rainfall
623.jpg,Storm_Surge,Mangalore Coast,"Cyclone impact causing storm surge at Mangalore Coast, water levels rising fast"
624.jpg,Tsunami,Chennai Marina,People evacuating Chennai Marina due to tsunami threat
625.jpg,Abnormal_Tide,Puri Beach,Unusual tide patterns observed at Puri Beach
626.jpg,Abnormal_Tide,Kolkata Coast,Sea level behaving abnormally at Kolkata Coast
627.jpg,Storm_Surge,Tuticorin Coast,"Cyclone impact causing storm surge at Tuticorin Coast, water levels rising fast"
628.jpg,High_Waves,Puri Beach,"Strong waves hitting the shore at Puri Beach, people moving inland"
629.jpg,Abnormal_Tide,Nagapattinam,Unusual tide patterns observed at Nagapattinam
630.jpg,Tsunami,Puri Beach,"Sudden rise of sea water near Puri Beach, tsunami suspected"
631.jpg,Storm_Surge,Odisha Coast,"Dangerous storm surge observed at Odisha Coast, authorities alerted"
632.jpg,Flood,Visakhapatnam,Roads flooded around Visakhapatnam due to rising sea levels
633.jpg,High_Waves,Chennai Marina,Unusually strong currents observed at Chennai Marina
634.jpg,High_Waves,Kolkata Coast,High tides making fishing risky at Kolkata Coast
635.jpg,no_hazard,Diu Beach,"Fishing boats operating safely at Diu Beach, no hazard reported"
636.jpg,Tsunami,Kolkata Coast,"Sudden rise of sea water near Kolkata Coast, tsunami suspected"
637.jpg,High_Waves,Mumbai Coast,"Huge waves crashing near Mumbai Coast, boats overturned"
638.jpg,Abnormal_Tide,Odisha Coast,Sudden drop and rise in tides noticed at Odisha Coast
639.jpg,Flood,Tuticorin Coast,Roads flooded around Tuticorin Coast due to rising sea levels
640.jpg,Flood,Odisha Coast,Roads flooded around Odisha Coast due to rising sea levels
641.jpg,no_hazard,Chennai Marina,"Fishing boats operating safely at Chennai Marina, no hazard reported"
642.jpg,Flood,Nicobar Islands,Flooding reported in low lying areas of Nicobar Islands
643.jpg,High_Waves,Nicobar Islands,"Strong waves hitting the shore at Nicobar Islands, people moving inland"
644.jpg,Tsunami,Kochi Harbor,People evacuating Kochi Harbor due to tsunami threat
645.jpg,Flood,Kovalam Beach Kerala,Seawater entered houses near Kovalam Beach Kerala after heavy rainfall
646.jpg,Flood,Chennai Marina,Flooding reported in low lying areas of Chennai Marina
647.jpg,Tsunami,Rameswaram Shore,Earthquake tremors followed by sea water rushing in at Rameswaram Shore
648.jpg,Abnormal_Tide,Kanyakumari Beach,Unusual tide patterns observed at Kanyakumari Beach
649.jpg,Abnormal_Tide,Kanyakumari Beach,Sudden drop and rise in tides noticed at Kanyakumari Beach
650.jpg,Tsunami,Rameswaram Shore,Tsunami warning issued after unusual waves at Rameswaram Shore
651.jpg,High_Waves,Puri Beach,Unusually strong currents observed at Puri Beach
652.jpg,no_hazard,Lakshadweep Islands,"A calm evening at Lakshadweep Islands, no hazard observed"
653.jpg,no_hazard,Marina beach Chennai,"A calm evening at Marina beach Chennai, no hazard observed"
654.jpg,Storm_Surge,Goa Beach,"Cyclone impact causing storm surge at Goa Beach, water levels rising fast"
655.jpg,Storm_Surge,Puri Beach,"Dangerous storm surge observed at Puri Beach, authorities alerted"
656.jpg,High_Waves,Mangalore Coast,High tides making fishing risky at Mangalore Coast
657.jpg,Flood,Kolkata Coast,Seawater entered houses near Kolkata Coast after heavy rainfall
658.jpg,Storm_Surge,Tuticorin Coast,Waves reaching inland houses near Tuticorin Coast due to cyclone surge
659.jpg,High_Waves,Lakshadweep Islands,"Strong waves hitting the shore at Lakshadweep Islands, people moving inland"
660.jpg,no_hazard,Pondicherry Beach,"Fishing boats operating safely at Pondicherry Beach, no hazard reported"
661.jpg,Tsunami,Nicobar Islands,Tsunami warning issued after unusual waves at Nicobar Islands
662.jpg,High_Waves,Goa Beach,"Strong waves hitting the shore at Goa Beach, people moving inland"
663.jpg,no_hazard,Visakhapatnam,"Tourists enjoying the beach at Visakhapatnam, everything normal"
664.jpg,Flood,Lakshadweep Islands,Flooding reported in low lying areas of Lakshadweep Islands
665.jpg,Flood,Kovalam Beach Kerala,Shops and houses submerged in water near Kovalam Beach Kerala
666.jpg,no_hazard,Kovalam Beach Kerala,"Tourists enjoying the beach at Kovalam Beach Kerala, everything normal"
667.jpg,Storm_Surge,Puri Beach,"Cyclone impact causing storm surge at Puri Beach, water levels rising fast"
668.jpg,Flood,Mangalore Coast,Seawater entered houses near Mangalore Coast after heavy rainfall
669.jpg,Abnormal_Tide,Tuticorin Coast,Sea level behaving abnormally at Tuticorin Coast
670.jpg,High_Waves,Puri Beach,"Huge waves crashing near Puri Beach, boats overturned"
671.jpg,Tsunami,Visakhapatnam,Tsunami warning issued after unusual waves at Visakhapatnam
672.jpg,High_Waves,Mangalore Coast,"Strong waves hitting the shore at Mangalore Coast, people moving inland"
673.jpg,Abnormal_Tide,Pondicherry Beach,Sudden drop and rise in tides noticed at Pondicherry Beach
674.jpg,Abnormal_Tide,Goa Beach,Sudden drop and rise in tides noticed at Goa Beach
675.jpg,High_Waves,Goa Beach,"Strong waves hitting the shore at Goa Beach, people moving inland"
676.jpg,High_Waves,Odisha Coast,"Huge waves crashing near Odisha Coast, boats overturned"
677.jpg,Flood,Kanyakumari Beach,Flooding reported in low lying areas of Kanyakumari Beach
678.jpg,Abnormal_Tide,Visakhapatnam,Sudden drop and rise in tides noticed at Visakhapatnam
679.jpg,no_hazard,Marina beach Chennai,"Fishing boats operating safely at Marina beach Chennai, no hazard reported"
680.jpg,High_Waves,Kochi Harbor,"Strong waves hitting the shore at Kochi Harbor, people moving inland"
681.jpg,Abnormal_Tide,Puri Beach,Unusual tide patterns observed at Puri Beach
682.jpg,no_hazard,Puri Beach,"Tourists enjoying the beach at Puri Beach, everything normal"
683.jpg,Flood,Puri Beach,Seawater entered houses near Puri Beach after heavy rainfall
684.jpg,Tsunami,Andaman Islands,Earthquake tremors followed by sea water rushing in at Andaman Islands
685.jpg,no_hazard,Puri Beach,"Fishing boats operating safely at Puri Beach, no hazard reported"
686.jpg,Abnormal_Tide,Goa Beach,Sea level behaving abnormally at Goa Beach
687.jpg,Storm_Surge,Nagapattinam,Waves reaching inland houses near Nagapattinam due to cyclone surge
688.jpg,Flood,Rameswaram Shore,Seawater entered houses near Rameswaram Shore after heavy rainfall
689.jpg,Abnormal_Tide,Andaman Islands,Fishermen report unusual tidal activity near Andaman Islands
690.jpg,High_Waves,Nagapattinam,Unusually strong currents observed at Nagapattinam
691.jpg,Storm_Surge,Andaman Islands,"Cyclone impact causing storm surge at Andaman Islands, water levels rising fast"
692.jpg,High_Waves,Odisha Coast,"Huge waves crashing near Odisha Coast, boats overturned"
693.jpg,Storm_Surge,Kolkata Coast,"Dangerous storm surge observed at Kolkata Coast, authorities alerted"
694.jpg,Storm_Surge,Kochi Harbor,"Dangerous storm surge observed at Kochi Harbor, authorities alerted"
695.jpg,no_hazard,Rameswaram Shore,"Tourists enjoying the beach at Rameswaram Shore, everything normal"
696.jpg,Tsunami,Visakhapatnam,Earthquake tremors followed by sea water rushing in at Visakhapatnam
697.jpg,Storm_Surge,Mumbai Coast,"Dangerous storm surge observed at Mumbai Coast, authorities alerted"
698.jpg,no_hazard,Kochi Harbor,"Fishing boats operating safely at Kochi Harbor, no hazard reported"
699.jpg,Abnormal_Tide,Mangalore Coast,Sudden drop and rise in tides noticed at Mangalore Coast
700.jpg,High_Waves,Kolkata Coast,"Huge waves crashing near Kolkata Coast, boats overturned"
701.jpg,no_hazard,Kochi Harbor,"Sunny weather at Kochi Harbor, peaceful situation"
702.jpg,Storm_Surge,Lakshadweep Islands,Waves reaching inland houses near Lakshadweep Islands due to cyclone surge
703.jpg,Flood,Kanyakumari Beach,Flooding reported in low lying areas of Kanyakumari Beach
704.jpg,no_hazard,Nagapattinam,"Sunny weather at Nagapattinam, peaceful situation"
705.jpg,High_Waves,Diu Beach,Unusually strong currents observed at Diu Beach
706.jpg,High_Waves,Mangalore Coast,"Huge waves crashing near Mangalore Coast, boats overturned"
707.jpg,Abnormal_Tide,Odisha Coast,Fishermen report unusual tidal activity near Odisha Coast
708.jpg,Storm_Surge,Tuticorin Coast,Strong winds pushing seawater inland near Tuticorin Coast
709.jpg,Tsunami,Marina beach Chennai,People evacuating Marina beach Chennai due to tsunami threat
710.jpg,High_Waves,Nagapattinam,High tides making fishing risky at Nagapattinam
711.jpg,High_Waves,Kanyakumari Beach,Unusually strong currents observed at Kanyakumari Beach
712.jpg,Abnormal_Tide,Kolkata Coast,Unusual tide patterns observed at Kolkata Coast
713.jpg,Tsunami,Puri Beach,Earthquake tremors followed by sea water rushing in at Puri Beach
714.jpg,High_Waves,Odisha Coast,Unusually strong currents observed at Odisha Coast
715.jpg,High_Waves,Diu Beach,High tides making fishing risky at Diu Beach
716.jpg,Tsunami,Visakhapatnam,People evacuating Visakhapatnam due to tsunami threat
717.jpg,High_Waves,Diu Beach,"Huge waves crashing near Diu Beach, boats overturned"
718.jpg,Abnormal_Tide,Odisha Coast,Sudden drop and rise in tides noticed at Odisha Coast
719.jpg,Flood,Pondicherry Beach,Flooding reported in low lying areas of Pondicherry Beach
720.jpg,no_hazard,Rameswaram Shore,"Tourists enjoying the beach at Rameswaram Shore, everything normal"
721.jpg,Flood,Kovalam Beach Kerala,Flooding reported in low lying areas of Kovalam Beach Kerala
722.jpg,Tsunami,Kolkata Coast,"Sudden rise of sea water near Kolkata Coast, tsunami suspected"
723.jpg,no_hazard,Andaman Islands,"A calm evening at Andaman Islands, no hazard observed"
724.jpg,no_hazard,Rameswaram Shore,"Fishing boats operating safely at Rameswaram Shore, no hazard reported"
725.jpg,Flood,Kolkata Coast,Shops and houses submerged in water near Kolkata Coast
726.jpg,no_hazard,Nicobar Islands,"Sunny weather at Nicobar Islands, peaceful situation"
727.jpg,no_hazard,Kolkata Coast,"Sunny weather at Kolkata Coast, peaceful situation"
728.jpg,Tsunami,Odisha Coast,"Sudden rise of sea water near Odisha Coast, tsunami suspected"
729.jpg,Flood,Nagapattinam,Shops and houses submerged in water near Nagapattinam
730.jpg,High_Waves,Kovalam Beach Kerala,Unusually strong currents observed at Kovalam Beach Kerala
731.jpg,no_hazard,Kanyakumari Beach,"Fishing boats operating safely at Kanyakumari Beach, no hazard reported"
732.jpg,Abnormal_Tide,Mangalore Coast,Sudden drop and rise in tides noticed at Mangalore Coast
733.jpg,High_Waves,Lakshadweep Islands,High tides making fishing risky at Lakshadweep Islands
734.jpg,Abnormal_Tide,Goa Beach,Unusual tide patterns observed at Goa Beach
735.jpg,no_hazard,Mangalore Coast,"Tourists enjoying the beach at Mangalore Coast, everything normal"
736.jpg,Abnormal_Tide,Nicobar Islands,Sudden drop and rise in tides noticed at Nicobar Islands
737.jpg,Abnormal_Tide,Andaman Islands,Sudden drop and rise in tides noticed at Andaman Islands
738.jpg,Tsunami,Tuticorin Coast,Tsunami warning issued after unusual waves at Tuticorin Coast
739.jpg,Tsunami,Kanyakumari Beach,Earthquake tremors followed by sea water rushing in at Kanyakumari Beach
740.jpg,High_Waves,Pondicherry Beach,"Huge waves crashing near Pondicherry Beach, boats overturned"
741.jpg,Flood,Chennai Marina,Flooding reported in low lying areas of Chennai Marina
742.jpg,High_Waves,Kolkata Coast,"Strong waves hitting the shore at Kolkata Coast, people moving inland"
743.jpg,High_Waves,Nicobar Islands,"Strong waves hitting the shore at Nicobar Islands, people moving inland"
744.jpg,Abnormal_Tide,Kanyakumari Beach,Sudden drop and rise in tides noticed at Kanyakumari Beach
745.jpg,Flood,Andaman Islands,Flooding reported in low lying areas of Andaman Islands
746.jpg,Storm_Surge,Lakshadweep Islands,"Cyclone impact causing storm surge at Lakshadweep Islands, water levels rising fast"
747.jpg,Storm_Surge,Marina beach Chennai,"Cyclone impact causing storm surge at Marina beach Chennai, water levels rising fast"
748.jpg,High_Waves,Nagapattinam,"Strong waves hitting the shore at Nagapattinam, people moving inland"
749.jpg,Storm_Surge,Odisha Coast,"Cyclone impact causing storm surge at Odisha Coast, water levels rising fast"
750.jpg,Tsunami,Kochi Harbor,Earthquake tremors followed by sea water rushing in at Kochi Harbor
751.jpg,High_Waves,Nagapattinam,High tides making fishing risky at Nagapattinam
752.jpg,Flood,Odisha Coast,Seawater entered houses near Odisha Coast after heavy rainfall
753.jpg,High_Waves,Pondicherry Beach,"Huge waves crashing near Pondicherry Beach, boats overturned"
754.jpg,no_hazard,Nicobar Islands,"Sunny weather at Nicobar Islands, peaceful situation"
755.jpg,Storm_Surge,Puri Beach,Strong winds pushing seawater inland near Puri Beach
756.jpg,no_hazard,Mangalore Coast,"Tourists enjoying the beach at Mangalore Coast, everything normal"
757.jpg,Storm_Surge,Visakhapatnam,"Cyclone impact causing storm surge at Visakhapatnam, water levels rising fast"
758.jpg,Storm_Surge,Marina beach Chennai,Waves reaching inland houses near Marina beach Chennai due to cyclone surge
759.jpg,Storm_Surge,Puri Beach,"Cyclone impact causing storm surge at Puri Beach, water levels rising fast"
760.jpg,Abnormal_Tide,Kolkata Coast,Sudden drop and rise in tides noticed at Kolkata Coast
761.jpg,Tsunami,Kanyakumari Beach,Earthquake tremors followed by sea water rushing in at Kanyakumari Beach
762.jpg,Storm_Surge,Kochi Harbor,Strong winds pushing seawater inland near Kochi Harbor
763.jpg,Flood,Kolkata Coast,Shops and houses submerged in water near Kolkata Coast
764.jpg,High_Waves,Mangalore Coast,Unusually strong currents observed at Mangalore Coast
765.jpg,High_Waves,Rameswaram Shore,"Huge waves crashing near Rameswaram Shore, boats overturned"
766.jpg,High_Waves,Chennai Marina,High tides making fishing risky at Chennai Marina
767.jpg,no_hazard,Nicobar Islands,"Tourists enjoying the beach at Nicobar Islands, everything normal"
768.jpg,no_hazard,Marina beach Chennai,"Fishing boats operating safely at Marina beach Chennai, no hazard reported"
769.jpg,Abnormal_Tide,Pondicherry Beach,Fishermen report unusual tidal activity near Pondicherry Beach
770.jpg,Flood,Chennai Marina,Seawater entered houses near Chennai Marina after heavy rainfall
771.jpg,Storm_Surge,Kochi Harbor,Strong winds pushing seawater inland near Kochi Harbor
772.jpg,High_Waves,Pondicherry Beach,High tides making fishing risky at Pondicherry Beach
773.jpg,Tsunami,Nagapattinam,Tsunami warning issued after unusual waves at Nagapattinam
774.jpg,Flood,Pondicherry Beach,Seawater entered houses near Pondicherry Beach after heavy rainfall
775.jpg,Abnormal_Tide,Kanyakumari Beach,Fishermen report unusual tidal activity near Kanyakumari Beach
776.jpg,Tsunami,Chennai Marina,Tsunami warning issued after unusual waves at Chennai Marina
777.jpg,Abnormal_Tide,Kochi Harbor,Sudden drop and rise in tides noticed at Kochi Harbor
778.jpg,High_Waves,Chennai Marina,Unusually strong currents observed at Chennai Marina
779.jpg,Flood,Kochi Harbor,Roads flooded around Kochi Harbor due to rising sea levels
780.jpg,Abnormal_Tide,Kovalam Beach Kerala,Sudden drop and rise in tides noticed at Kovalam Beach Kerala
781.jpg,High_Waves,Kanyakumari Beach,"Strong waves hitting the shore at Kanyakumari Beach, people moving inland"
782.jpg,Abnormal_Tide,Rameswaram Shore,Unusual tide patterns observed at Rameswaram Shore
783.jpg,Tsunami,Goa Beach,"Sudden rise of sea water near Goa Beach, tsunami suspected"
784.jpg,Abnormal_Tide,Diu Beach,Fishermen report unusual tidal activity near Diu Beach
785.jpg,Flood,Pondicherry Beach,Shops and houses submerged in water near Pondicherry Beach
786.jpg,Abnormal_Tide,Rameswaram Shore,Sea level behaving abnormally at Rameswaram Shore
787.jpg,no_hazard,Chennai Marina,"Tourists enjoying the beach at Chennai Marina, everything normal"
788.jpg,Tsunami,Nagapattinam,Earthquake tremors followed by sea water rushing in at Nagapattinam
789.jpg,Flood,Goa Beach,Flooding reported in low lying areas of Goa Beach
790.jpg,Flood,Nicobar Islands,Shops and houses submerged in water near Nicobar Islands
791.jpg,Flood,Nagapattinam,Seawater entered houses near Nagapattinam after heavy rainfall
792.jpg,no_hazard,Lakshadweep Islands,"Fishing boats operating safely at Lakshadweep Islands, no hazard reported"
793.jpg,Storm_Surge,Tuticorin Coast,Strong winds pushing seawater inland near Tuticorin Coast
794.jpg,High_Waves,Lakshadweep Islands,"Strong waves hitting the shore at Lakshadweep Islands, people moving inland"
795.jpg,Storm_Surge,Mumbai Coast,Strong winds pushing seawater inland near Mumbai Coast
796.jpg,Tsunami,Kolkata Coast,"Sudden rise of sea water near Kolkata Coast, tsunami suspected"
797.jpg,Abnormal_Tide,Goa Beach,Sea level behaving abnormally at Goa Beach
798.jpg,no_hazard,Diu Beach,"A calm evening at Diu Beach, no hazard observed"
799.jpg,High_Waves,Odisha Coast,"Strong waves hitting the shore at Odisha Coast, people moving inland"
800.jpg,Tsunami,Goa Beach,"Sudden rise of sea water near Goa Beach, tsunami suspected"
801.jpg,Abnormal_Tide,Kolkata Coast,Sea level behaving abnormally at Kolkata Coast
802.jpg,High_Waves,Pondicherry Beach,Unusually strong currents observed at Pondicherry Beach
803.jpg,High_Waves,Odisha Coast,"Huge waves crashing near Odisha Coast, boats overturned"
804.jpg,Abnormal_Tide,Marina beach Chennai,Fishermen report unusual tidal activity near Marina beach Chennai
805.jpg,Storm_Surge,Kochi Harbor,Waves reaching inland houses near Kochi Harbor due to cyclone surge
806.jpg,Storm_Surge,Visakhapatnam,"Cyclone impact causing storm surge at Visakhapatnam, water levels rising fast"
807.jpg,High_Waves,Nagapattinam,Unusually strong currents observed at Nagapattinam
808.jpg,Flood,Lakshadweep Islands,Shops and houses submerged in water near Lakshadweep Islands
809.jpg,Flood,Andaman Islands,Shops and houses submerged in water near Andaman Islands
810.jpg,Flood,Marina beach Chennai,Roads flooded around Marina beach Chennai due to rising sea levels
811.jpg,no_hazard,Kovalam Beach Kerala,"Fishing boats operating safely at Kovalam Beach Kerala, no hazard reported"
812.jpg,High_Waves,Mangalore Coast,Unusually strong currents observed at Mangalore Coast
813.jpg,High_Waves,Mumbai Coast,Unusually strong currents observed at Mumbai Coast
814.jpg,High_Waves,Kovalam Beach Kerala,High tides making fishing risky at Kovalam Beach Kerala
815.jpg,Storm_Surge,Goa Beach,Strong winds pushing seawater inland near Goa Beach
816.jpg,Abnormal_Tide,Visakhapatnam,Sudden drop and rise in tides noticed at Visakhapatnam
817.jpg,Storm_Surge,Nagapattinam,"Cyclone impact causing storm surge at Nagapattinam, water levels rising fast"
818.jpg,Storm_Surge,Diu Beach,Waves reaching inland houses near Diu Beach due to cyclone surge
819.jpg,Tsunami,Pondicherry Beach,Earthquake tremors followed by sea water rushing in at Pondicherry Beach
820.jpg,Flood,Marina beach Chennai,Seawater entered houses near Marina beach Chennai after heavy rainfall
821.jpg,Tsunami,Odisha Coast,Tsunami warning issued after unusual waves at Odisha Coast
822.jpg,High_Waves,Kolkata Coast,High tides making fishing risky at Kolkata Coast
823.jpg,Flood,Nicobar Islands,Flooding reported in low lying areas of Nicobar Islands
824.jpg,Abnormal_Tide,Kanyakumari Beach,Fishermen report unusual tidal activity near Kanyakumari Beach
825.jpg,no_hazard,Kanyakumari Beach,"Fishing boats operating safely at Kanyakumari Beach, no hazard reported"
826.jpg,Flood,Kanyakumari Beach,Roads flooded around Kanyakumari Beach due to rising sea levels
827.jpg,no_hazard,Mangalore Coast,"A calm evening at Mangalore Coast, no hazard observed"
828.jpg,Tsunami,Goa Beach,Earthquake tremors followed by sea water rushing in at Goa Beach
829.jpg,Storm_Surge,Kanyakumari Beach,"Cyclone impact causing storm surge at Kanyakumari Beach, water levels rising fast"
830.jpg,Flood,Mumbai Coast,Roads flooded around Mumbai Coast due to rising sea levels
831.jpg,High_Waves,Mumbai Coast,"Strong waves hitting the shore at Mumbai Coast, people moving inland"
832.jpg,Abnormal_Tide,Pondicherry Beach,Fishermen report unusual tidal activity near Pondicherry Beach
833.jpg,no_hazard,Mangalore Coast,"Sunny weather at Mangalore Coast, peaceful situation"
834.jpg,Tsunami,Tuticorin Coast,People evacuating Tuticorin Coast due to tsunami threat
835.jpg,no_hazard,Mangalore Coast,"A calm evening at Mangalore Coast, no hazard observed"
836.jpg,Flood,Chennai Marina,Flooding reported in low lying areas of Chennai Marina
837.jpg,Abnormal_Tide,Kovalam Beach Kerala,Sudden drop and rise in tides noticed at Kovalam Beach Kerala
838.jpg,Tsunami,Odisha Coast,Tsunami warning issued after unusual waves at Odisha Coast
839.jpg,Tsunami,Marina beach Chennai,Tsunami warning issued after unusual waves at Marina beach Chennai
840.jpg,Tsunami,Nagapattinam,Earthquake tremors followed by sea water rushing in at Nagapattinam
841.jpg,High_Waves,Mangalore Coast,"Strong waves hitting the shore at Mangalore Coast, people moving inland"
842.jpg,no_hazard,Goa Beach,"A calm evening at Goa Beach, no hazard observed"
843.jpg,Storm_Surge,Kolkata Coast,"Cyclone impact causing storm surge at Kolkata Coast, water levels rising fast"
844.jpg,Storm_Surge,Kochi Harbor,"Dangerous storm surge observed at Kochi Harbor, authorities alerted"
845.jpg,Abnormal_Tide,Chennai Marina,Unusual tide patterns observed at Chennai Marina
846.jpg,Flood,Tuticorin Coast,Roads flooded around Tuticorin Coast due to rising sea levels
847.jpg,Flood,Chennai Marina,Seawater entered houses near Chennai Marina after heavy rainfall
848.jpg,Storm_Surge,Tuticorin Coast,Strong winds pushing seawater inland near Tuticorin Coast
849.jpg,Storm_Surge,Nagapattinam,"Cyclone impact causing storm surge at Nagapattinam, water levels rising fast"
850.jpg,Abnormal_Tide,Andaman Islands,Sea level behaving abnormally at Andaman Islands
851.jpg,Flood,Marina beach Chennai,Shops and houses submerged in water near Marina beach Chennai
852.jpg,no_hazard,Nicobar Islands,"Sunny weather at Nicobar Islands, peaceful situation"
853.jpg,Storm_Surge,Kolkata Coast,"Cyclone impact causing storm surge at Kolkata Coast, water levels rising fast"
854.jpg,no_hazard,Marina beach Chennai,"A calm evening at Marina beach Chennai, no hazard observed"
855.jpg,Abnormal_Tide,Marina beach Chennai,Sudden drop and rise in tides noticed at Marina beach Chennai
856.jpg,Flood,Goa Beach,Flooding reported in low lying areas of Goa Beach
857.jpg,Tsunami,Visakhapatnam,Tsunami warning issued after unusual waves at Visakhapatnam
858.jpg,Tsunami,Lakshadweep Islands,Tsunami warning issued after unusual waves at Lakshadweep Islands
859.jpg,Flood,Mangalore Coast,Shops and houses submerged in water near Mangalore Coast
860.jpg,High_Waves,Chennai Marina,"Strong waves hitting the shore at Chennai Marina, people moving inland"
861.jpg,Tsunami,Mangalore Coast,Earthquake tremors followed by sea water rushing in at Mangalore Coast
862.jpg,High_Waves,Diu Beach,Unusually strong currents observed at Diu Beach
863.jpg,no_hazard,Pondicherry Beach,"Fishing boats operating safely at Pondicherry Beach, no hazard reported"
864.jpg,Flood,Tuticorin Coast,Roads flooded around Tuticorin Coast due to rising sea levels
865.jpg,High_Waves,Goa Beach,"Huge waves crashing near Goa Beach, boats overturned"
866.jpg,Flood,Lakshadweep Islands,Flooding reported in low lying areas of Lakshadweep Islands
867.jpg,no_hazard,Nicobar Islands,"A calm evening at Nicobar Islands, no hazard observed"
868.jpg,Flood,Rameswaram Shore,Roads flooded around Rameswaram Shore due to rising sea levels
869.jpg,High_Waves,Kochi Harbor,"Huge waves crashing near Kochi Harbor, boats overturned"
870.jpg,Tsunami,Mangalore Coast,People evacuating Mangalore Coast due to tsunami threat
871.jpg,Abnormal_Tide,Kochi Harbor,Unusual tide patterns observed at Kochi Harbor
872.jpg,High_Waves,Goa Beach,Unusually strong currents observed at Goa Beach
873.jpg,Storm_Surge,Odisha Coast,Strong winds pushing seawater inland near Odisha Coast
874.jpg,Abnormal_Tide,Diu Beach,Unusual tide patterns observed at Diu Beach
875.jpg,High_Waves,Kanyakumari Beach,"Strong waves hitting the shore at Kanyakumari Beach, people moving inland"
876.jpg,Tsunami,Nagapattinam,Earthquake tremors followed by sea water rushing in at Nagapattinam
877.jpg,Flood,Mangalore Coast,Shops and houses submerged in water near Mangalore Coast
878.jpg,High_Waves,Andaman Islands,Unusually strong currents observed at Andaman Islands
879.jpg,Abnormal_Tide,Pondicherry Beach,Sea level behaving abnormally at Pondicherry Beach
880.jpg,Abnormal_Tide,Rameswaram Shore,Fishermen report unusual tidal activity near Rameswaram Shore
881.jpg,Flood,Goa Beach,Seawater entered houses near Goa Beach after heavy rainfall
882.jpg,High_Waves,Kochi Harbor,"Huge waves crashing near Kochi Harbor, boats overturned"
883.jpg,Storm_Surge,Rameswaram Shore,Waves reaching inland houses near Rameswaram Shore due to cyclone surge
884.jpg,Abnormal_Tide,Mumbai Coast,Sea level behaving abnormally at Mumbai Coast
885.jpg,Abnormal_Tide,Pondicherry Beach,Sea level behaving abnormally at Pondicherry Beach
886.jpg,Storm_Surge,Mangalore Coast,Waves reaching inland houses near Mangalore Coast due to cyclone surge
887.jpg,Abnormal_Tide,Diu Beach,Unusual tide patterns observed at Diu Beach
888.jpg,Flood,Nagapattinam,Seawater entered houses near Nagapattinam after heavy rainfall
